#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
62,"Эсимде","Бегиш",34,125,"central asian hip hop, kyrgyz hip hop, kyrgyz pop","Hip Hop, Pop","Эсимде",2021-03-07,02:48,77,64,51,0,73,0,10,-4,G#/A♭ Minor,4,2023-09-13,0h0jstUYcAk7ApMThCLPKL,"Infinity Music",1A,https://p.scdn.co/mp3-preview/525db5334014012f13fb48a62e20b627806b60fb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512c1da8f120f9ce478b8d5d66
63,"Очі","LAZANOVSKYI I RIDNYI",40,152,"ukrainian pop","Pop","Етюди",2023-03-30,02:12,64,67,48,0,26,0,20,-6,G#/A♭ Minor,4,2023-09-14,2zfkN0Dnjgaysy7F9r8MkV,"Cтудія "6 Секунд"",1A,https://p.scdn.co/mp3-preview/68a7f35d6f60e38a5b4c933f1381ff749aed396f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517301bab2871ccdc9430119bb
64,"А я не 3нав","Олег Дацко",0,130,"","","Олег Дацко",2014-01-01,03:27,61,90,3,0,43,0,0,-6,F#/G♭ Minor,4,2023-09-14,0XS5fy2KzXrgCSEWMMrOC8,"УМИГ",11A,https://p.scdn.co/mp3-preview/0eb91ca750c3b44cfc5068401a34763585ca02a8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510466ed675369f0c8a092ba0e
65,"Зіронька - Remake 2022","Діти Фрістайла",16,128,"","","Зіронька (Remake 2022)",2023-05-18,03:15,70,74,0,0,88,0,10,-7,G Minor,4,2023-09-14,0QkF51bhuCFdbL4c9pJ4Rr,"Creative Media",6A,https://p.scdn.co/mp3-preview/dcb90c2ab6087fc64f8e77bb0fd4d0ffd3bf2d6f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517e2adb06937e6e2b3b11beca
66,"E Keni Dit","Romeo Veshaj,Ledri Vula",59,95,"albanian pop, albanian hip hop, kosovan pop","Hip Hop, Pop","E Keni Dit",2023-06-20,02:53,83,73,6,0,54,10,20,-5,G#/A♭ Minor,4,2023-09-14,3flWOkcBio7fUkWljCyLwa,"Fole Publishing",1A,https://p.scdn.co/mp3-preview/2f808cf2d741705ddfedd1240b543dabd2db5006?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519f09beb4c99bef1912117573
67,"Залишився сам","REQUITIR",26,122,"","","Залишився сам",2023-03-17,02:12,79,98,77,18,16,20,10,-9,A Minor,4,2023-09-17,6pdSPtz8LR3I4SXNJFdyD9,"REQUITIR MUSIC",8A,https://p.scdn.co/mp3-preview/693ebbbbfb52c08a166690e046878a1f8f13e674?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e132e71f7b7d260de357d384
68,"Leti Leti","Funky G",12,128,"turbo folk","Folk/Acoustic","Kafana Na Balkanu",2008-00-00,04:07,65,96,4,0,86,0,30,-4,E Minor,4,2023-09-18,6GCSGzJBtaXsbVTn8uJl3R,"City Records",9A,https://p.scdn.co/mp3-preview/abc52804ad40deb7bc6bcb0b6948a7863771c305?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514fa6aec37c23c9be7f12b709
69,"Душі","Chico,Qatoshi",37,134,"ukrainian viral pop, ukrainian hip hop","Hip Hop, Pop","Душі",2023-02-24,02:44,77,76,27,0,68,0,10,-5,G#/A♭ Minor,4,2023-09-18,1sYZ8LDC4PIOzBjgSQEgrj,"Naprocente music",1A,https://p.scdn.co/mp3-preview/addd2c4cd1ecb69634533bfa94e65a485b26c6a7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851089f2737c097562fc3d038e9
70,"MANDRAGORA","MOLFAR",37,90,"ukrainian pop","Pop","MANDRAGORA",2022-01-28,02:50,55,70,31,0,48,0,30,-5,A Minor,4,2023-09-18,7C3QQ22KxYS1iqKDSAHFCF,"Comp Music",8A,https://p.scdn.co/mp3-preview/230932dbd363eafeb30ef60cc566153bf464f7af?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512a01dd8cf3f88bb9ad0c1db5
71,"Лови Свою Мить","Lacozakri",16,120,"","","Лови Свою Мить",2023-04-20,02:48,78,66,9,0,57,20,10,-9,G#/A♭ Minor,4,2023-09-18,74UuNTT4LBZU1DUotJ19d0,"Naprocente music",1A,https://p.scdn.co/mp3-preview/0956757e28a2215e8050ed224776f4366d674826?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cf6c3a9497c4733f96b6a049
72,"Небо","SadSvit",58,90,"ukrainian post-punk","","Небо",2022-01-30,03:39,54,79,14,85,61,0,10,-4,F#/G♭ Minor,4,2023-09-21,2qGURS7y8zM7STkxOLgnWO,"Independent",11A,https://p.scdn.co/mp3-preview/70572b03ac92e103b656f2b5757c94fc202ac33b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dc765ca76591f00acd971a3b
73,"Namysto","DAYTON",43,176,"ukrainian pop","Pop","Namysto",2020-08-21,03:25,57,81,22,0,60,0,10,-4,C Minor,4,2023-09-21,40poaN9Gg7bbEQTz4LRoUo,"Moon Vinyl s.r.o.",5A,https://p.scdn.co/mp3-preview/cf95746cc7d5c18ac3b4e5048755b4092e4ff6e1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dd39a4928d57b5d09ac76675
74,"Намалюй","Томмі Версетті",21,160,"","","Намалюй",2022-09-17,02:39,58,52,12,0,41,0,10,-8,C♯/D♭ Minor,4,2023-09-21,0e5G3l9SjgfFYUxsK5cMvt,"Art Sound Media",12A,https://p.scdn.co/mp3-preview/c6adf4e620c4d7685b1bafdfec36665d44cbfee4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485104773e9bc37d03b88115974a
75,"Люблю, до речі","Pauchek",36,95,"ukrainian pop","Pop","Люблю, до речі",2023-05-05,01:56,78,92,48,0,63,0,20,-4,A Minor,4,2023-09-21,2Qb0xdK7KtxwHWF22Q7G9P,"GLOVA RECORDS",8A,https://p.scdn.co/mp3-preview/37e73fccd0a4b5dece5b6f672e7ebfc26349b5eb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dea8056d1826aad2721c82bc
76,"Королєва","Цвіт Кульбаби",41,140,"ukrainian pop, ukrainian rock","Pop, Rock","Королєва",2016-02-17,02:34,69,98,1,0,96,0,20,-5,A Minor,4,2023-09-21,5xauLzVGTvhfVCJpv3NBU5,"BEST MUSIC",8A,https://p.scdn.co/mp3-preview/a0bdc0a523e767a72ffa3bb39198b98f5305e1ad?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fa26066072fbbe1ae312d1f5
77,"Lume","Spike",49,150,"romanian rap","Hip Hop","Lume",2022-10-14,03:06,68,67,65,0,55,0,10,-5,D#/E♭ Minor,4,2023-09-21,1GJ7e8T48GjSjYRC0Wqjk9,"AtoM",2A,https://p.scdn.co/mp3-preview/acd78f791277fac096338dd1a8cedd8c5d8a8d59?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510e0495d5991c0cdaf3435597
78,"Параллель өмір","Ұланғасыр Қами",20,124,"kazakh pop","Pop","Параллель өмір",2023-08-11,03:30,76,89,9,1,65,0,10,-6,F Minor,4,2023-09-23,5uMB6WaNS4ZSB0YxOQJS98,"AGUGAI",4A,https://p.scdn.co/mp3-preview/dfd19d7196328664437bac2524c91cf4af668089?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be40b99b109b42f649a17bc5
79,"Тримаю - 2023","7TEEN'S",28,120,"","","Тримаю (2023)",2023-04-11,02:06,45,63,6,0,36,0,10,-6,A Minor,5,2023-09-23,6oxpOAQQAdfnOkvAgnFKUG,"Cтудія "6 Секунд"",8A,https://p.scdn.co/mp3-preview/1e35eed1d270d03bcd241ba9169db1319c3dd78e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517e24109b2910dfa7cbacfdf2
80,"Зоря","MamaRika",52,115,"ukrainian pop","Pop","Зоря",2022-12-09,02:55,86,87,31,0,57,10,20,-4,A Minor,4,2023-09-24,7n3ImvKB7yKdkXUwCexePY,"MamaRika",8A,https://p.scdn.co/mp3-preview/1b27bcc71b5d83317ed5d0b9f1382d9032300e59?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485143cb5ba9b2e9b33201bc97e3
81,"Лайм","Шугар,ХАС,Carroty",19,90,"ukrainian pop, ukrainian hip hop, ","Hip Hop, Pop","Лайм",2021-06-21,03:26,75,66,10,0,46,0,10,-6,A Minor,4,2023-09-24,4sF2dT9xYQCbl0gxm02xhH,"L.F.O Records",8A,https://p.scdn.co/mp3-preview/383ddf7645acbd6098ab33f55d1d4751460c8412?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ec1835633605d86ec87faa5a
82,"Адреналін","Анна Буткевич",17,123,"","","Адреналін",2022-10-14,03:03,71,89,32,0,72,10,30,-5,F#/G♭ Major,4,2023-09-24,4XwJKFg3ZHbUG5SMBVfYDh,"BEST MUSIC",2B,https://p.scdn.co/mp3-preview/98ee307c66224c03047f4256e5609c9e32cebde5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514735357da9191a2a286b602c
83,"Що ти знаєш?","ROMARO",17,172,"ukrainian pop","Pop","Що ти знаєш?",2023-01-27,02:38,49,82,3,0,60,10,0,-7,C Major,4,2023-09-25,1KGoEKYi1iEAQi1pkS2SVp,"A-post",8B,https://p.scdn.co/mp3-preview/d1f5d6bc4a27ea61a698021778a3bf4b9d690db0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485110c9cf1ba568aad89890a180
84,"Скільки ще","Після Дощу",31,88,"","","Скільки ще",2023-01-12,02:13,69,52,45,0,40,0,10,-9,F Minor,4,2023-09-25,1uGDn9ArWtaHCqDXKVZeFt,"USTINOV MUSIC",4A,https://p.scdn.co/mp3-preview/99f220730b1b885821038e523134ee9365d0bd5f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b45ec650a262b4607724d2ec
85,"Кармекс","ULIANA ROYCE",12,134,"ukrainian pop","Pop","Кармекс",2023-02-03,02:41,77,76,32,0,95,0,30,-4,A Minor,4,2023-09-25,1HeDv23cmEeBvgVDaN5qQ3,"BEST MUSIC",8A,https://p.scdn.co/mp3-preview/13ab70d9e595ab232afbe6aeac04a7e0c592709a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a27344c0493966385ab0a0e1
86,"Відчуй","SANSA",3,113,"","","Відчуй",2022-11-18,03:20,78,53,8,0,22,0,10,-9,A Major,4,2023-09-25,4cIjNWlqIMZOV3uzBEZSZE,"MONOTON Music Label",11B,https://p.scdn.co/mp3-preview/1dd97cc2b93ad3a8b3bdc008f299b7a68362964a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510cf551fdca2d0b60e06c70b5
87,"Мовчу і кричу","IDXO",13,120,"ukrainian pop","Pop","Мовчу і кричу",2022-11-25,03:06,74,66,9,0,63,0,40,-9,A#/B♭ Major,4,2023-09-25,6kfIDmxq44DRSMvbFMJU8d,"IDXO",6B,https://p.scdn.co/mp3-preview/09cbb14588df1dfbd379f5bd3bd5ad892d4203de?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a65cc8c947488bebf11cb04c
88,"Вогонь","YANEYA",5,140,"","","Вогонь",2021-05-27,02:35,79,64,68,0,49,0,10,-5,F Minor,4,2023-09-25,3g4kZPVnn1TipDuIke8zAe,"Adam Music",4A,https://p.scdn.co/mp3-preview/7bc0ad2b5294139ae95e41ec985fff8f42b72996?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187b87a43329874d9a31e8aad
89,"Темна ніч","Чорний",12,95,"","","Темна ніч",2023-02-04,03:06,67,82,2,0,54,0,10,-5,E Minor,4,2023-09-25,4tgVQp00l1am8IrNanpUk5,"Чорний",9A,https://p.scdn.co/mp3-preview/c33cb95e8a3cac0c7871f76a2c43ca06bcb469c2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851109933ef9caf9ba74940c200
90,"НЕ ТАКА","YAROMIYA",13,115,"ukrainian pop","Pop","НЕ ТАКА",2023-02-09,03:01,77,91,12,0,54,0,10,-5,G Minor,4,2023-09-25,648Je3OvlODJISg4VjJScZ,"GLOVA RECORDS",6A,https://p.scdn.co/mp3-preview/b31a060f5471049cbb3c2345274efc1c68654b06?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ca21fb4c5b68691ca169ea8a
91,"Кохатиму","SERAFỲN",14,80,"","","Кохатиму",2022-08-04,03:40,56,53,58,0,55,0,10,-6,F#/G♭ Major,4,2023-09-25,4LM02YqGiiGsK7PMzrGR9I,"BEST MUSIC",2B,https://p.scdn.co/mp3-preview/6af6cdef645dadbde6cf2423ad2ce0aa44c6a909?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2b10fd7287863758c99f265
92,"Давай начистоту (feat. Skofka)","KALUSH,SKOFKA",51,206,"ukrainian hip hop, ukrainian pop, ukrainian viral pop","Hip Hop, Pop","ЙО-ЙО (feat. Skofka)",2021-07-23,03:11,71,53,37,0,42,20,10,-7,C Minor,4,2023-09-25,3ICTmbm0RyjP8qQjUYHxB1,"Columbia Local",5A,https://p.scdn.co/mp3-preview/e5067b50ca4ece293ad5cee6ee927191f3565b38?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485116f7474f166536ca08c04433
93,"Кожен день","MBreeze",44,92,"ukrainian pop","Pop","Кожен день",2023-03-24,02:32,63,73,4,19,46,0,20,-7,C Major,4,2023-09-25,0w7vnj9tMk9Xspnoit4ZNt,"Monopoly Music",8B,https://p.scdn.co/mp3-preview/e614d7b4c3d8ce98cee1c3c3ffb9c6ce97847e66?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518d2b4f26e2bb315f6e6311d4
94,"Молодий Юначе","Victoria Niro",32,156,"","","Молодий Юначе",2022-09-23,03:02,61,71,37,0,41,0,10,-7,C Minor,4,2023-09-25,6kjfE9KB0GPeLEF4iEOZpN,"PAPA MUSIC",5A,https://p.scdn.co/mp3-preview/cfcf1b870548d5610730921cfae1e4417c730c8f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519dc3157a9e9ab4ba3b026654
95,"Парфуми","Шугар",25,142,"ukrainian pop","Pop","Парфуми",2022-12-19,02:33,70,57,6,0,38,0,10,-5,A Minor,4,2023-09-25,1Jel0Sy1xW0wh47XLAA5SF,"Шугар",8A,https://p.scdn.co/mp3-preview/b6cc79ac9e6fe59cfa5bf289c6bf970a45ec61b4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485130fceb5aa435fe30c16207a5
96,"АЛЕ АЛЕ","KOVALEVSKiY & RAPHAiL",33,170,"","","АЛЕ АЛЕ",2022-11-18,02:59,56,62,33,0,39,20,0,-8,C♯/D♭ Minor,4,2023-09-25,4q33XWxBTqgkrApj4KcGF1,"PAPA MUSIC",12A,https://p.scdn.co/mp3-preview/ba7f252da1e370814b5eb7d716dff89cc1f4b1b8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d3f9cf957ec49b477ec35d04
97,"Серед людей","kavabanga Depo kolibri",34,180,"russian dance, russian hip hop, russian pop","Electronic, Hip Hop, Pop","Серед людей",2023-01-10,03:37,60,40,80,0,57,30,10,-8,A#/B♭ Minor,4,2023-09-25,4HS58Xu9DrIdDcdyHVwa1J,"MUV",3A,https://p.scdn.co/mp3-preview/679e32552be32c3a8ac8162a0346067e91e98d9c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485178233ed724bbf0af49811600
98,"П'яна вишня","Тоні Браско",36,149,"ukrainian pop","Pop","П'яна вишня",2022-11-18,02:20,43,56,33,0,28,0,10,-8,F#/G♭ Minor,4,2023-09-25,3hWwW3YP7WHxIueEzJWtSY,"MUV / TONY BRASKO",11A,https://p.scdn.co/mp3-preview/6ddf01f092348b6e525ea6e6b9e6646e4eb13f89?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b9170f7ed884f106992cea31
99,"Не твоя","ОЧІ В ОЧІ",36,116,"ukrainian pop","Pop","Не твоя",2023-02-09,03:06,79,75,7,0,32,0,10,-7,A#/B♭ Minor,4,2023-09-25,3uZlFMh9O0Tz1pUC0DlZyp,"ОЧІ В ОЧІ",3A,https://p.scdn.co/mp3-preview/3592f56909b45fb43f76e07b634b391fc12533cd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ffc9c16b7f124a1b5e15d04e
100,"Останній день","SadSvit",42,147,"ukrainian post-punk","","Неонова мрія",2023-02-17,02:59,59,83,0,1,24,0,20,-6,F#/G♭ Minor,4,2023-09-25,4uTDej1AvrHzdaKy1z03Xf,"Svit music",11A,https://p.scdn.co/mp3-preview/b50d03f71fb83046a2b8702df1feff1324039aae?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e36c4a1bb95c7237216f2538
101,"Силуети","SadSvit,СТРУКТУРА ЩАСТЯ",63,77,"ukrainian post-punk, ukrainian viral pop","Pop","Силуети",2022-10-28,02:57,53,86,2,3,39,0,20,-7,G#/A♭ Major,4,2023-09-25,61BaxM1NIcadLu3gtWm2uT,"Svit music",4B,https://p.scdn.co/mp3-preview/39c5113a9e00acd52118ac56fde33b7e34f7fe95?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513ff97da57bb48564dc79b8cd
102,"Gavaiga","MADI,Mooha",21,96,"kazakh pop, ","Pop","Gavaiga",2023-06-25,02:38,78,85,5,1,61,10,20,-4,B Minor,4,2023-09-28,1EnlaWmncHhVNLRDJ8NdhO,"Turan Media",10A,https://p.scdn.co/mp3-preview/dedbb608b11c145247d01f2082139a22b67174a4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e6498ed16a32a67425c4bbde
103,"Zhylytu","Shokan Ualikhan",31,90,"kazakh pop","Pop","Zhylytu",2021-07-13,02:41,61,45,62,2,33,0,10,-12,E Minor,4,2023-10-07,4m9owWEph7u6WvHJCN27rp,"Qara Bala Sound",9A,https://p.scdn.co/mp3-preview/9fb744da29ce449951a71587805a0c050b5ca812?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512b0156788ef92c4d55fdbf6b
104,"Тенета","BOTASHE",33,115,"ukrainian hip hop, ukrainian pop, ukrainian viral pop","Hip Hop, Pop","Тенета",2022-09-27,03:23,77,57,15,0,7,0,10,-8,C Major,4,2023-10-07,1ML6a5DwvfmTXbW8SQ7ax1,"BOTASHE",8B,https://p.scdn.co/mp3-preview/88f02b2cb1efd0a65e57ed37f7068b47c5d4735f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851da87e6999794c9cce61d73db
105,"Decât Să Minți","Guess Who",51,81,"romanian rap","Hip Hop","Tot Mai Sus",2011-09-20,03:35,70,57,4,0,43,0,10,-7,D#/E♭ Minor,4,2023-10-08,495sPxWPnOtEBNBx5f5I9Q,"Okapi Sound / Music Expert Company",2A,https://p.scdn.co/mp3-preview/f515e590f0cb04a9d8c97ee5a78aece904012636?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f8de3c3ff41fe56f4feb8141
106,"Қара Торы Қыз","Төреғали Төреәлі",16,115,"kazakh pop","Pop","Қара Торы Қыз",2017-07-09,03:03,69,63,23,0,65,0,10,-7,C♯/D♭ Minor,4,2023-10-08,0RBSf6AfN0OdLXwRMENk7Q,"AGUGAI",12A,https://p.scdn.co/mp3-preview/8da34e56a07986723904cbe82fa6cb907d4199e8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514e1825675076da6d8e81e666
107,"Про нас","Vitaliy Kozlovskiy",36,123,"ukrainian pop","Pop","Про нас",2023-02-10,03:15,72,75,2,0,16,0,10,-6,G Major,4,2023-10-08,5DMpLDD64p79FO2WHzgnB3,"Віталій Козловський",9B,https://p.scdn.co/mp3-preview/e1142dbcb140a84ba3ef27cd028f4d73841167ca?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519b10a7eb640ee162736d77c5
108,"Sunce I Mesec","X",30,150,"","","Sunce I Mesec",2020-06-05,02:34,68,64,9,0,29,10,10,-7,C♯/D♭ Minor,4,2023-10-08,4Y7llpOsWMbQVigWWJ6HlG,"1898808 Records DK",12A,https://p.scdn.co/mp3-preview/7ad709630a4ba408dd99bf317fb81a63cee64e11?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bb8bcbc3abade6c6afb5568b
109,"Garava","Devito,Voyage",60,95,"balkan trap, turbo folk","Hip Hop, Folk/Acoustic","Plava Krv",2023-05-23,02:27,63,86,5,0,86,0,0,-5,G Major,4,2023-10-09,15ocbYIQVuxXpfyxTC6dX4,"IDJTunes",9B,https://p.scdn.co/mp3-preview/21778dc8e873299ad36bc3f4b6610186e8469080?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bc10411c9ced977d5d6f5bb4
110,"Te-am sunat","Eva Timush,rares",52,154,"romanian pop","Pop","Te-am sunat",2023-07-14,02:51,66,90,30,0,73,0,0,-3,F#/G♭ Major,4,2023-10-09,1yRmjGXdzg3bmOxSCS1K4T,"Global Records",2B,https://p.scdn.co/mp3-preview/0762663684b2369750602d096f86debbd1794618?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f9cddf95295ddcb4ce985891
111,"Ultima decizie","Florian Rus",45,81,"romanian pop","Pop","Ultima decizie",2023-09-29,02:42,65,78,37,0,69,0,20,-5,A Major,4,2023-10-09,0QZfLMozEspiO92OVJWKFY,"Global Records",11B,https://p.scdn.co/mp3-preview/d8dbed2d6e7708d704c1d83a93def0fedba4c5d0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851599e4c3f16841928241ec8d6
112,"Pentru ca","Andia,Deliric",57,130,"romanian pop, romanian rap","Pop, Hip Hop","Pentru ca",2023-10-05,03:12,61,63,3,0,44,0,0,-8,F Minor,4,2023-10-09,6xAefOqCvDKEcOjPovAMc6,"AtoM",4A,https://p.scdn.co/mp3-preview/6e6479ed115465e2c6cf03ee10a8533713ea0e3d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511bf439a1553bb4976d391550
113,"Opriți planeta","Puya,IRAIDA",60,115,"manele, romanian pop, romanian rap, ","Hip Hop, Pop","Opriți planeta",2023-07-28,03:12,78,79,42,0,82,10,20,-6,C Minor,4,2023-10-09,60786D8cN9UQntKlwEngaG,"GLBxS",5A,https://p.scdn.co/mp3-preview/11c5c996a0b8b365888e1a13c30ed876ae512a43?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851908fadc12ba264bc5434dc10
114,"Inseparabili","3 Sud Est,Andia",55,132,"classic romanian pop, romanian pop","Pop","Inseparabili",2023-07-11,03:21,67,55,44,0,30,0,30,-6,E Major,4,2023-10-09,51w2BPVl5ntx8Wylm1HMID,"Cat Music",12B,https://p.scdn.co/mp3-preview/b4f399eefc683a0b1fe1ede606b969660f969504?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851240393a7f1f9dd80801560d6
115,"FANTEZII","BEN",16,175,"","","FANTEZII",2023-09-01,02:36,69,66,30,0,29,10,10,-5,C♯/D♭ Major,4,2023-10-13,7GLrFmKqwAA8zDlxhweBKg,"sadboi club",3B,https://p.scdn.co/mp3-preview/611d882eb9aa9d132e6002ab2be24a3f4e4bc4f7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485186e28003f61db39d4d40ebe1
116,"Adrenalin","z++",42,151,"croatian hip hop","Hip Hop","18++",2019-09-13,02:25,76,72,33,0,78,0,10,-6,F Minor,4,2023-10-20,6su6BLIBZ3keRaDQncxEOe,"yem",4A,https://p.scdn.co/mp3-preview/13d430c52e1af584404ae1f7a15eab20faaa72d8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b056da865f0ec76ddf544d6d
117,"Najher","Yll Limani",46,73,"albanian pop, kosovan pop","Pop","Najher",2016-02-12,03:26,58,69,37,0,49,0,10,-6,A#/B♭ Minor,4,2023-10-23,67EW4DIdy9D2S3hyyh9lPn,"Yll Limani",3A,https://p.scdn.co/mp3-preview/3e4195eb9d6a06bb3969738ffe27239b0c01e36d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851282b4c39ed29a3d2d83f0052
118,"Cum Era (feat. NANE)","Delia,NANE",43,150,"classic romanian pop, romanian pop, romanian rap, romanian trap","Pop, Hip Hop","Cum Era (feat. NANE)",2020-04-06,03:02,66,64,0,0,56,0,30,-5,C♯/D♭ Minor,4,2023-10-27,4vdpMmpHsaG0YoyHseym5n,"Global Records",12A,https://p.scdn.co/mp3-preview/88527f217165479742d833ed3a3019ceef718d56?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a4490e9ea02e57b720aa6984
119,"Solo","Mario Fresh",0,180,"romanian pop","Pop","Solo",2019-03-20,02:42,63,84,40,0,68,0,10,-4,A#/B♭ Minor,4,2023-10-27,1P2PELc5VvHXeVfkp56OAZ,"Cat Music",3A,,https://i.scdn.co/image/ab67616d00004851a608c77da15a75d8a6807cc0
120,"ARTEMIS","DAWID",0,176,"","","ARTEMIS",2023-05-06,03:38,70,37,43,0,53,0,0,-14,A#/B♭ Minor,4,2023-10-29,2dVLrLtUXRAkowzUe9KSXV,"5999089 Records DK",3A,https://p.scdn.co/mp3-preview/2b80be030a9ba39a16f809f2a288f1cf64a23196?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517f6a1e85c3b7371a3afcc39e
121,"După apus","Iuliana Beregoi",32,120,"romanian pop","Pop","După apus",2022-03-08,03:19,65,78,31,0,61,0,10,-5,F Major,4,2023-10-31,2dAyRnQJSIyqVn8dML4jIq,"Global Records",7B,https://p.scdn.co/mp3-preview/a51753f9125014bf889906e301453c4969441990?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851222f498fc96051ebb578b399
122,"Strazile din Bucuresti","Florian Rus,MIRA",45,93,"romanian pop","Pop","Strazile din Bucuresti",2019-07-04,03:13,57,62,14,0,70,0,30,-7,F#/G♭ Major,3,2023-11-01,1tDk0Jot1RkxsPTPXaNM7k,"Roton",2B,https://p.scdn.co/mp3-preview/21ad3bdd2e29b4ab4fd24ccebda41a0916183cf0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bfe0daaff484aaba17937e07
