#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
1,"Melodia","Melinda Ademi",0,99,"albanian pop","Pop","Melodia",2021-11-06,02:50,57,74,28,0,42,10,10,-7,D#/E♭ Minor,4,2023-06-03,4kyD4246gRwjuQTV2lZC1D,"℗ & © AVD Digital & Melinda Ademi",2A,,https://i.scdn.co/image/ab67616d000048514a5d20db28e1e8e89be5aa4e
2,"KARMA","Nego",34,91,"albanian pop","Pop","KARMA",2020-12-19,02:59,53,93,14,0,88,10,10,-5,G#/A♭ Minor,4,2023-06-03,4lSj5aP1q3o0Rj6WDLogkm,"Naser Ademi",1A,https://p.scdn.co/mp3-preview/987e13bf3e130626e2ac03c7ab6798114374c310?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516c300d046efecee754457efd
3,"Răsărit perfect","Olivia Addams",50,122,"romanian pop","Pop","Răsărit perfect",2022-05-13,03:13,74,68,23,0,50,0,30,-6,D Minor,4,2023-06-04,5KgKG8kXtuGrAdMogyAXso,"Global Records & Creator Records",7A,https://p.scdn.co/mp3-preview/63cf90e2246c1c44e9e35d40a3f6422e4a72e1a4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851acbaa4aa0f53fb04409c9854
4,"Mi-E Dor De Noi","DJ Project,Giulia",42,128,"romanian house, romanian pop, classic romanian pop","Pop, Electronic","Mi-E Dor De Noi",2011-06-14,04:07,64,92,0,0,78,0,40,-6,F#/G♭ Minor,4,2023-06-04,3bjPjviqPv3Z4iGL6prwH4,"2011 Cat Music",11A,https://p.scdn.co/mp3-preview/523c3d789a87088d3a2d83e599bc985ca98e0997?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851840db8b19c90405c6a44e1e5
5,"Numai tu! (cu DJ PROJECT)","Annais,DJ Project",35,114,"romanian house, romanian pop","Electronic, Pop","Numai tu! (cu DJ PROJECT)",2023-03-21,03:05,62,68,13,0,46,0,30,-7,C Major,4,2023-07-03,0gLguMbRrQIOO7JxkUx8w7,"Global Records",8B,https://p.scdn.co/mp3-preview/0d8786f4d704ab833b99f00bf998db28ff88561b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f098c94408590fce9e449e81
6,"Жіберем қалай? - Speed Up Version","Duman",41,185,"kazakh pop","Pop","Жіберем қалай? (Speed Up Version)",2022-07-27,01:54,55,70,51,0,33,10,20,-7,C Minor,4,2023-06-16,2DdrLh5vCviur3lGBORR4c,"Turan Media",5A,https://p.scdn.co/mp3-preview/afa13455bf7e68e2a582907af00c2bc9a8208bd5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485125e5942e789244ffad2979ce
7,"Unu - LLP Remix","3 Sud Est,LLP",13,98,"classic romanian pop, romanian pop, ","Pop","Unu (LLP Remix)",2023-04-22,02:57,72,74,9,0,36,0,10,-8,A Minor,4,2023-06-12,2qD1baxmlnIP2FAPydFaZo,"Cat Music",8A,https://p.scdn.co/mp3-preview/7d28ffc38e6baad976f3373b59e40c7dab2c818c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515debc9445ae0c2951fc0ecdc
8,"2 полюси","YULIYA ROZNEN",21,115,"ukrainian pop","Pop","2 полюси",2019-05-31,03:26,72,90,21,0,43,0,10,-4,D Major,4,2023-06-21,73pCLhW9cDEIHLsqLKjhiI,"YULIYA RÓZNEN",10B,https://p.scdn.co/mp3-preview/73e192470c0f6e3e1daa427cb7fd15e78d0c18fd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fecb32e2623aa182e53536ac
9,"Моя","Роман Скорпіон",28,128,"ukrainian pop","Pop","Весільні пісні",2020-09-25,03:15,73,87,1,0,64,0,10,-6,G#/A♭ Major,4,2023-06-27,6TV92habUPzzmVU5sFpT2i,"BEST MUSIC",4B,https://p.scdn.co/mp3-preview/68adc37001ae789303a7c25ec2a9dca2ee454d9b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c6287b04386c16ea5dda5ae5
10,"Ljubavi Moja","Dado Polumenta,Elitni Odredi",44,128,"montenegrin pop, turbo folk","Pop, Folk/Acoustic","Ne Dam Ja Na Tebe",2013-00-00,03:35,54,81,25,0,55,0,0,-6,G Minor,4,2023-07-03,5dWiu96KHZpRog8pT8rM3S,"City Records",6A,https://p.scdn.co/mp3-preview/eef9e7642bce341e20525bf726e34649f7c6b602?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bf3fb6d4fe2b56642b6cdc97
11,"Lumini neon","Amedeo",15,123,"","","Lumini neon",2022-11-16,02:36,74,73,16,0,57,0,20,-6,B Minor,4,2023-07-03,7K0K394FAv2zOxaFVQJKP7,"Roton Music",10A,https://p.scdn.co/mp3-preview/b031eb6ba25775743b9376468a7831cd6fd75cc7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cea115e3e57d93fcf6237311
12,"Fali tren","Nina Todorovic",51,115,"turbo folk","Folk/Acoustic","Fali tren",2021-03-31,02:12,70,77,2,0,49,0,10,-4,A#/B♭ Minor,4,2023-07-03,6t5Ri4y1k9DJ1Y22E8uiQt,"Parabellum Official",3A,https://p.scdn.co/mp3-preview/ca2c6d26c92d75652f018834e5e354060c616453?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485138b019e9a3f794b7397c6030
13,"Svijetli grad","Baskjat",30,81,"balkan drill, balkan trap","Hip Hop","Papillon",2020-11-23,02:38,32,75,16,0,24,10,10,-6,E Minor,4,2023-07-03,5PjkqtrKy58HqLCIcatYam,"Independent",9A,https://p.scdn.co/mp3-preview/fb1836ddd4eb6ef050d6dfcd57b8c1aa492643d2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a92dcfc6dab785bccc8f8e86
14,"Koraci U Noci","Vuk Mob,Voyage,Breskvica",48,128,"turbo folk","Folk/Acoustic","Koraci U Noci",2019-12-12,03:22,87,67,34,0,77,0,10,-5,B Minor,4,2023-07-03,4RqPMTMjyeQkB2EWlW48wn,"IDJTunes",10A,https://p.scdn.co/mp3-preview/de7c08b2c07fd3b2ea5b41ba3b6a4fd5746072d9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f2946af73d42d48b8e007e13
15,"Sam Sam","Popov",25,158,"turbo folk","Folk/Acoustic","Sam Sam",2020-06-15,03:37,65,77,35,0,56,0,10,-5,B Minor,4,2023-07-03,5QGTHGqA1I1S9FGtuI865V,"Generacija Zed",10A,https://p.scdn.co/mp3-preview/814a7b9e2bb779ac7896bf66e3096fdd82b5b1de?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dbd22b63d7a498be1eb1b8c4
16,"Кайф","MASHA DANILOVA",11,160,"","","Кайф",2023-05-31,02:52,57,68,4,0,32,0,20,-6,F#/G♭ Minor,4,2023-07-07,4n8R95bFiznYUq4JLUvkso,"MASHA DANILOVA",11A,https://p.scdn.co/mp3-preview/bde761b2c48ec3b4a0cab1c7e259868e1cf510ce?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a55487a8397f8f793187b65c
17,"Фантом","Sleepy Andy",5,140,"ukrainian hip hop","Hip Hop","Фантом",2021-11-26,03:01,65,57,23,0,35,0,0,-10,D Major,4,2023-07-07,0IuEZXgGo25Ao2kfuE8hSr,"popil.if",10B,,https://i.scdn.co/image/ab67616d00004851d4202981948e21eb06d1c664
18,"школа любові","vioria,Райчу",28,152,"ukrainian viral pop, ua trap","Hip Hop, Pop","школа любові",2023-05-26,02:24,59,69,12,0,53,0,30,-6,C Major,4,2023-07-07,04PMeJmxpCjdofBRJC5kiK,"Black Beats",8B,https://p.scdn.co/mp3-preview/5c33d2882b42b619b280694dcfb1cbc39e20bb5a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485121bc5f5d09b0ab23394455ef
19,"Знову","Golubenko",52,115,"ukrainian pop","Pop","Знову",2022-07-06,02:30,80,61,21,0,71,0,10,-6,C♯/D♭ Minor,4,2023-07-07,1EDpJu7WJlZYq0dbAJ7Hkv,"Black Beats",12A,https://p.scdn.co/mp3-preview/3d7420e50a3831fa1260649267bdb4daab1bb2bd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851607dee95ac346c30f6ae673a
20,"Malena","Numen",32,95,"albanian pop","Pop","Malena",2021-08-10,02:38,67,57,76,1,51,10,0,-7,C♯/D♭ Major,4,2023-07-08,57n0dSkc6LSLAcROqArKhs,"Reverse",3B,https://p.scdn.co/mp3-preview/e5bbd4e80ce717fc61ffe665653670eff03212b5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a59f0b324fe686abcae149d3
21,"Зачекай","ОЧІ В ОЧІ",36,110,"ukrainian pop","Pop","Зачекай",2022-11-04,02:39,74,83,31,0,60,10,10,-5,G#/A♭ Minor,4,2023-07-09,4P8a0deTjgpicm194xxdnL,"VINVONA",1A,https://p.scdn.co/mp3-preview/bf2706b1f3087e29862687aaf6b9ef28a9afa635?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518eaf6ccb456257db87fc7373
22,"БОЖЕВОЛІЮ","Pauchek",33,140,"ukrainian pop","Pop","БОЖЕВОЛІЮ",2023-01-11,02:14,60,66,58,0,74,0,10,-7,B Minor,4,2023-07-10,6jk53quUAKWshLPFuOSubv,"GLOVA RECORDS",10A,https://p.scdn.co/mp3-preview/2283f22cfa3cc84c60807e0891f5604f04bcbb82?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485151c3293ef6de94d4d805abed
23,"Злидні","Cresco",12,126,"ukrainian hip hop","Hip Hop","Гештальт",2021-12-01,02:55,50,68,52,0,56,0,10,-8,D#/E♭ Minor,4,2023-07-17,2Mrr9YEOYc8pD667MuZ7GC,"Rolling Wave Records",2A,https://p.scdn.co/mp3-preview/0d9f40c624d5b718157a0109d7405a6c3e5cec80?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519e864f7f7904b4229d0bb62f
24,"Гештальт","Cresco",2,133,"ukrainian hip hop","Hip Hop","Гештальт",2021-12-01,02:41,62,73,39,0,25,0,0,-6,F#/G♭ Minor,4,2023-07-19,7h1XVpkKZrtWX46ViD6Hjg,"Rolling Wave Records",11A,https://p.scdn.co/mp3-preview/f63ab03f17fda80949275683436a7df85f8f4ce6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519e864f7f7904b4229d0bb62f
25,"Все що не сказав","БетБіт",10,114,"","","Все що не сказав",2023-05-06,02:52,74,75,50,0,70,0,10,-5,G#/A♭ Major,4,2023-07-19,1SBOSSypx95jH7v1kSbO3i,"БетБіт",4B,https://p.scdn.co/mp3-preview/bff2ab44df20a50974756621b26c0181b8ffc44a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a7cedd806025c8f809a5c6ef
26,"Весна","Mrzv",23,138,"","","Весна",2023-05-03,02:27,48,43,68,3,24,10,10,-9,E Major,5,2023-07-19,1Ovga4Tgo9tCcD2X5D1k6q,"ObrazcovMusic",12B,https://p.scdn.co/mp3-preview/c68f07ef696b6010d3be40e2a981fff157f8949c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515631929f601e898e097e40b4
27,"Qansha kun?","Sadraddin",50,108,"kazakh hip hop","Hip Hop","Qansha kun?",2023-07-05,02:46,69,77,16,0,84,0,10,-5,F Minor,4,2023-07-20,0kGOxOKLhO0cbWuyogXRns,"Turan Media",4A,https://p.scdn.co/mp3-preview/6aab73d3be526065d2c6d60d44a729794b3dd77e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a41a7424484f893fd4fe56be
28,"Adrenalin","DJ Shone,Fox,Vlada Matovic",18,100,"turbo folk, balkan trap","Hip Hop, Folk/Acoustic","Najveci Hitovi 2020 Vol. 1",2021-03-04,02:38,80,90,26,0,24,10,0,-4,G Major,4,2023-07-20,5Iqn7SSt4gIBnvSel9tMYJ,"IDJTunes",9B,https://p.scdn.co/mp3-preview/68e2f2cb276fe40cbeb0f06961dc844374566df4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485151430f4b03fd7c5100275285
29,"полум'я","дитя скорботи,CRUSHGLAD",24,127,"","","полум'я",2023-03-17,02:46,64,48,14,0,21,0,10,-9,F Major,4,2023-07-20,7B8VaNe4OT8Hui9lkpMGHa,"Plan",7B,https://p.scdn.co/mp3-preview/19d4266f7c963e0714b208203f65c04360b6c08b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e900703d838e23f21b13fdf1
30,"Біла ніч","Voloshyn",37,140,"ukrainian pop","Pop","Біла ніч",2023-02-20,02:38,64,65,26,0,42,0,30,-6,E Minor,4,2023-07-21,3NfittgBN1KnP5kHUsJCzx,"Monopoly Music",9A,https://p.scdn.co/mp3-preview/5a10500883935a3b5afdf24de116fcb7f7cac283?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485144db6090297069bba5bef9ca
31,"Сен көріктісің","Amre",21,125,"kazakh pop","Pop","Сен көріктісің",2022-03-02,02:58,77,90,0,0,58,0,0,-5,G#/A♭ Major,4,2023-07-21,04o1zRBDNm4rJVqNrdFbmn,"Turan Media",4B,https://p.scdn.co/mp3-preview/318f1bb983869eb774f8de77cdd71043b2e6a10c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513956cf7bd05cf4d77aaf0c79
32,"Бідна пташка","Ядерна Могила",28,140,"ukrainian hip hop","Hip Hop","Пропаганда",2020-09-28,02:36,67,84,35,0,28,0,10,-5,G#/A♭ Major,4,2023-07-23,44G3KPoxuf72igY3jt3Fia,"Past Future Jam",4B,https://p.scdn.co/mp3-preview/989ab3ef22214fba9a64f338dd886bdba7a6bfc7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851449c925356cb10b4cbe206f2
33,"Takvi kao ja","Relja",46,117,"turbo folk","Folk/Acoustic","Takvi kao ja",2019-06-23,03:37,78,66,2,0,53,10,10,-6,G Minor,4,2023-09-02,74KhFVUIGF3v3xDvzuY0yY,"IDJTunes",6A,https://p.scdn.co/mp3-preview/263e3dc172756ebd78feb4fb9fdedc6a45c548bb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518f3ad3d6f3acefd8604bc290
34,"Чого у сні","Твій зайчик пише",34,95,"ukrainian viral pop","Pop","Чого у сні",2023-05-26,03:21,52,69,4,0,34,0,10,-6,G Major,4,2023-09-02,6xHw8gPzCLRrcLBPsS2q4n,"PRIMAT RECORDS / Best music",9B,https://p.scdn.co/mp3-preview/0885210abdb35e16f1e67c4d3137e9b03b41cb3c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a4d1a3ea84491295fc11b52c
35,"Armandamyn","Turar",29,110,"","","Armandamyn",2023-03-23,03:22,80,82,17,0,94,20,0,-5,B Minor,4,2023-09-04,1P25BDbJkF02shQxmBiPwB,"Turan Media",10A,https://p.scdn.co/mp3-preview/89b7bd26b0c7dffbdad6622aaf10c36e1ea1c728?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518fa8fc7bc0819e60072eb66b
36,"Неге, неге","Qanat Umbetov",25,106,"","","Неге, неге",2022-04-25,03:07,67,79,28,0,93,10,20,-8,C Minor,4,2023-09-04,2x4iFcEPDeWsYGxPJABzC2,"AGUGAI",5A,https://p.scdn.co/mp3-preview/ccb9a761a49d486840aefa3d58cabcde15979422?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ad2a40f015c33e0edf6044a3
37,"Interstelar","Alexia",53,90,"romanian pop","Pop","Interstelar",2023-04-07,03:22,57,78,1,0,27,0,10,-5,C♯/D♭ Major,4,2023-09-04,47FliwS0uRIa1og7hGQ4qr,"AtoM",3B,https://p.scdn.co/mp3-preview/132aafd543baa27b13249b14e8def5e94ce29caa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518da174a5a172967f23a7cac6
38,"Buna, ce mai zici?","Ruby,Dorian Popa",44,172,"romanian pop, ","Pop","Buna, ce mai zici?",2015-09-29,03:05,48,67,27,0,38,10,0,-6,F#/G♭ Major,4,2023-09-06,2PMxsrSS8vEy9AXeluXxNs,"Cat Music / Mediapro Music",2B,https://p.scdn.co/mp3-preview/daf674c12f2ed34bb664e1add814d6057f63e221?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514cf927f988402fda147ddbba
39,"Шлях","SKYLERR,Golubenko",50,120,"ukrainian pop","Pop","Шлях",2022-12-21,02:15,81,64,12,0,56,10,40,-7,G Minor,4,2023-09-06,3SlLXWuiY7rAa5KPGZTjFn,"ENKO",6A,,https://i.scdn.co/image/ab67616d00004851001b82bb63e4e27be005b18d
40,"Аппақ көйлек","Еркебулан Кумаров",33,106,"","","Аппақ көйлек",2022-03-16,03:10,74,92,6,0,85,0,10,-5,C♯/D♭ Minor,4,2023-09-07,0c6iS5XXmR9z0uHPG3xvJO,"ARIDAI (Еркебулан Кумаров)",12A,https://p.scdn.co/mp3-preview/089e2c376587585e7f2711d2d35f765f89144e05?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517c3e2c120505809888ad1e3a
41,"Звичка","Averin,CHURSANOV",46,128,"ukrainian pop","Pop","Звичка",2023-01-18,02:48,67,54,17,0,21,0,20,-8,G Minor,4,2023-09-10,52DRc2H1jfWAKobKO8SBQn,"Monopoly Music",6A,https://p.scdn.co/mp3-preview/2088821a074878934cb06e8d915c7c39f0e3fdf1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c33b60fa0a161cc6a8568791
42,"Градус 100","LOBODA",38,110,"russian pop","Pop","Made in U",2023-03-24,02:27,68,92,11,0,27,10,40,-4,D Minor,4,2023-09-13,3wEi6EHnEI7bJPAEngSsgz,"LOBODA",7A,https://p.scdn.co/mp3-preview/5165d23096a8c6845eec2bc08a1edfbf85af72b8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516793e024dde30b17cdedf796
43,"Эсимде","Бегиш",34,125,"central asian hip hop, kyrgyz hip hop, kyrgyz pop","Hip Hop, Pop","Эсимде",2021-03-07,02:48,77,64,51,0,73,0,10,-4,G#/A♭ Minor,4,2023-09-13,0h0jstUYcAk7ApMThCLPKL,"Infinity Music",1A,https://p.scdn.co/mp3-preview/525db5334014012f13fb48a62e20b627806b60fb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512c1da8f120f9ce478b8d5d66
44,"А я не 3нав","Олег Дацко",0,130,"","","Олег Дацко",2014-01-01,03:27,61,90,3,0,43,0,0,-6,F#/G♭ Minor,4,2023-09-14,0XS5fy2KzXrgCSEWMMrOC8,"УМИГ",11A,https://p.scdn.co/mp3-preview/0eb91ca750c3b44cfc5068401a34763585ca02a8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510466ed675369f0c8a092ba0e
45,"Зіронька - Remake 2022","Діти Фрістайла",13,128,"","","Зіронька (Remake 2022)",2023-05-18,03:15,70,74,0,0,88,0,10,-7,G Minor,4,2023-09-14,0QkF51bhuCFdbL4c9pJ4Rr,"Creative Media",6A,https://p.scdn.co/mp3-preview/dcb90c2ab6087fc64f8e77bb0fd4d0ffd3bf2d6f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517e2adb06937e6e2b3b11beca
46,"E Keni Dit","Romeo Veshaj,Ledri Vula",57,95,"albanian pop, albanian hip hop, kosovan pop","Hip Hop, Pop","E Keni Dit",2023-06-20,02:53,83,73,6,0,54,10,20,-5,G#/A♭ Minor,4,2023-09-14,3flWOkcBio7fUkWljCyLwa,"Fole Publishing",1A,https://p.scdn.co/mp3-preview/2f808cf2d741705ddfedd1240b543dabd2db5006?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519f09beb4c99bef1912117573
47,"Залишився сам","REQUITIR",26,122,"","","Залишився сам",2023-03-17,02:12,79,98,77,18,16,20,10,-9,A Minor,4,2023-09-17,6pdSPtz8LR3I4SXNJFdyD9,"REQUITIR MUSIC",8A,https://p.scdn.co/mp3-preview/693ebbbbfb52c08a166690e046878a1f8f13e674?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e132e71f7b7d260de357d384
48,"Leti Leti","Funky G",11,128,"turbo folk","Folk/Acoustic","Kafana Na Balkanu",2008-00-00,04:07,65,96,4,0,86,0,30,-4,E Minor,4,2023-09-18,6GCSGzJBtaXsbVTn8uJl3R,"City Records",9A,https://p.scdn.co/mp3-preview/abc52804ad40deb7bc6bcb0b6948a7863771c305?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514fa6aec37c23c9be7f12b709
49,"Душі","Chico,Qatoshi",38,134,"ukrainian pop, ukrainian viral pop, ukrainian hip hop","Hip Hop, Pop","Душі",2023-02-24,02:44,77,76,27,0,68,0,10,-5,G#/A♭ Minor,4,2023-09-18,1sYZ8LDC4PIOzBjgSQEgrj,"Naprocente music",1A,https://p.scdn.co/mp3-preview/addd2c4cd1ecb69634533bfa94e65a485b26c6a7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851089f2737c097562fc3d038e9
50,"MANDRAGORA","MOLFAR",31,90,"ukrainian pop","Pop","MANDRAGORA",2022-01-28,02:50,55,70,31,0,48,0,30,-5,A Minor,4,2023-09-18,7C3QQ22KxYS1iqKDSAHFCF,"Comp Music",8A,https://p.scdn.co/mp3-preview/230932dbd363eafeb30ef60cc566153bf464f7af?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512a01dd8cf3f88bb9ad0c1db5
51,"Лови Свою Мить","Lacozakri",14,120,"","","Лови Свою Мить",2023-04-20,02:48,78,66,9,0,57,20,10,-9,G#/A♭ Minor,4,2023-09-18,74UuNTT4LBZU1DUotJ19d0,"Naprocente music",1A,https://p.scdn.co/mp3-preview/0956757e28a2215e8050ed224776f4366d674826?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cf6c3a9497c4733f96b6a049
52,"Небо","SadSvit",57,90,"ukrainian post-punk","","Небо",2022-01-30,03:39,54,79,14,85,61,0,10,-4,F#/G♭ Minor,4,2023-09-21,2qGURS7y8zM7STkxOLgnWO,"Independent",11A,https://p.scdn.co/mp3-preview/70572b03ac92e103b656f2b5757c94fc202ac33b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dc765ca76591f00acd971a3b
53,"Namysto","DAYTON",42,176,"ukrainian pop","Pop","Namysto",2020-08-21,03:25,57,81,22,0,60,0,10,-4,C Minor,4,2023-09-21,40poaN9Gg7bbEQTz4LRoUo,"Moon Vinyl s.r.o.",5A,https://p.scdn.co/mp3-preview/cf95746cc7d5c18ac3b4e5048755b4092e4ff6e1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dd39a4928d57b5d09ac76675
54,"Люблю, до речі","Pauchek",35,95,"ukrainian pop","Pop","Люблю, до речі",2023-05-05,01:56,78,92,48,0,63,0,20,-4,A Minor,4,2023-09-21,2Qb0xdK7KtxwHWF22Q7G9P,"GLOVA RECORDS",8A,https://p.scdn.co/mp3-preview/37e73fccd0a4b5dece5b6f672e7ebfc26349b5eb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dea8056d1826aad2721c82bc
55,"Королєва","Цвіт Кульбаби",40,140,"ukrainian pop, ukrainian rock","Pop, Rock","Королєва",2016-02-17,02:34,69,98,1,0,96,0,20,-5,A Minor,4,2023-09-21,5xauLzVGTvhfVCJpv3NBU5,"BEST MUSIC",8A,https://p.scdn.co/mp3-preview/a0bdc0a523e767a72ffa3bb39198b98f5305e1ad?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fa26066072fbbe1ae312d1f5
56,"Lume","Spike",48,150,"romanian rap","Hip Hop","Lume",2022-10-14,03:06,68,67,65,0,55,0,10,-5,D#/E♭ Minor,4,2023-09-21,1GJ7e8T48GjSjYRC0Wqjk9,"AtoM",2A,https://p.scdn.co/mp3-preview/acd78f791277fac096338dd1a8cedd8c5d8a8d59?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510e0495d5991c0cdaf3435597
57,"Параллель өмір","Ұланғасыр Қами",18,124,"kazakh pop","Pop","Параллель өмір",2023-08-11,03:30,76,89,9,1,65,0,10,-6,F Minor,4,2023-09-23,5uMB6WaNS4ZSB0YxOQJS98,"AGUGAI",4A,https://p.scdn.co/mp3-preview/dfd19d7196328664437bac2524c91cf4af668089?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be40b99b109b42f649a17bc5
