#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
80,"MANDRAGORA","MOLFAR",38,90,"ukrainian pop","Pop","MANDRAGORA",2022-01-28,02:50,55,70,31,0,48,0,30,-5,A Minor,4,2023-09-18,7C3QQ22KxYS1iqKDSAHFCF,"Comp Music",8A,https://p.scdn.co/mp3-preview/230932dbd363eafeb30ef60cc566153bf464f7af?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512a01dd8cf3f88bb9ad0c1db5
81,"Лови Свою Мить","Lacozakri",14,120,"","","Лови Свою Мить",2023-04-20,02:48,78,66,9,0,57,20,10,-9,G#/A♭ Minor,4,2023-09-18,74UuNTT4LBZU1DUotJ19d0,"Naprocente music",1A,https://p.scdn.co/mp3-preview/0956757e28a2215e8050ed224776f4366d674826?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cf6c3a9497c4733f96b6a049
82,"Небо","SadSvit",57,90,"ukrainian post-punk","","Небо",2022-01-30,03:39,54,79,14,85,61,0,10,-4,F#/G♭ Minor,4,2023-09-21,2qGURS7y8zM7STkxOLgnWO,"Independent",11A,https://p.scdn.co/mp3-preview/70572b03ac92e103b656f2b5757c94fc202ac33b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dc765ca76591f00acd971a3b
83,"Namysto","DAYTON",43,176,"ukrainian pop","Pop","Namysto",2020-08-21,03:25,57,81,22,0,60,0,10,-4,C Minor,4,2023-09-21,40poaN9Gg7bbEQTz4LRoUo,"Moon Vinyl s.r.o.",5A,https://p.scdn.co/mp3-preview/cf95746cc7d5c18ac3b4e5048755b4092e4ff6e1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dd39a4928d57b5d09ac76675
84,"Намалюй","Томмі Версетті",19,160,"","","Намалюй",2022-09-17,02:39,58,52,12,0,41,0,10,-8,C♯/D♭ Minor,4,2023-09-21,0e5G3l9SjgfFYUxsK5cMvt,"Art Sound Media",12A,https://p.scdn.co/mp3-preview/c6adf4e620c4d7685b1bafdfec36665d44cbfee4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485104773e9bc37d03b88115974a
85,"Люблю, до речі","Pauchek",36,95,"ukrainian pop","Pop","Люблю, до речі",2023-05-05,01:56,78,92,48,0,63,0,20,-4,A Minor,4,2023-09-21,2Qb0xdK7KtxwHWF22Q7G9P,"GLOVA RECORDS",8A,https://p.scdn.co/mp3-preview/37e73fccd0a4b5dece5b6f672e7ebfc26349b5eb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dea8056d1826aad2721c82bc
86,"Потреба","FRSHMND,Remy Lights",13,90,"","","Потреба",2023-01-22,02:38,60,39,7,0,55,0,10,-13,F Major,4,2023-09-21,6DYl8InEI1ZprcDAV3VNBX,"FRSHMND",7B,https://p.scdn.co/mp3-preview/eaa0709145f037d59bca2026495af51255cd3a52?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485191043d463f73b84c62e566e4
87,"Королєва","Цвіт Кульбаби",40,140,"ukrainian pop, ukrainian rock","Pop, Rock","Королєва",2016-02-17,02:34,69,98,1,0,96,0,20,-5,A Minor,4,2023-09-21,5xauLzVGTvhfVCJpv3NBU5,"BEST MUSIC",8A,https://p.scdn.co/mp3-preview/a0bdc0a523e767a72ffa3bb39198b98f5305e1ad?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fa26066072fbbe1ae312d1f5
88,"Lume","Spike",49,150,"romanian rap","Hip Hop","Lume",2022-10-14,03:06,68,67,65,0,55,0,10,-5,D#/E♭ Minor,4,2023-09-21,1GJ7e8T48GjSjYRC0Wqjk9,"AtoM",2A,https://p.scdn.co/mp3-preview/acd78f791277fac096338dd1a8cedd8c5d8a8d59?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510e0495d5991c0cdaf3435597
89,"Параллель өмір","Ұланғасыр Қами",22,124,"kazakh pop","Pop","Параллель өмір",2023-08-11,03:30,76,89,9,1,65,0,10,-6,F Minor,4,2023-09-23,5uMB6WaNS4ZSB0YxOQJS98,"AGUGAI",4A,https://p.scdn.co/mp3-preview/dfd19d7196328664437bac2524c91cf4af668089?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be40b99b109b42f649a17bc5
90,"Тримаю - 2023","7TEEN'S",28,120,"","","Тримаю (2023)",2023-04-11,02:06,45,63,6,0,36,0,10,-6,A Minor,5,2023-09-23,6oxpOAQQAdfnOkvAgnFKUG,"Cтудія "6 Секунд"",8A,https://p.scdn.co/mp3-preview/1e35eed1d270d03bcd241ba9169db1319c3dd78e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517e24109b2910dfa7cbacfdf2
91,"Світле майбутнє","IDXO",14,150,"ukrainian pop","Pop","Світле майбутнє",2023-03-03,02:56,47,76,26,0,14,0,10,-7,G Minor,4,2023-09-23,1DlSwLQVFzmjVUvq5Smi3X,"IDXO",6A,https://p.scdn.co/mp3-preview/42021a5757d6b6c6ced48a00760f10919ea5ec2f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513c8603f38fb3869586234f24
92,"Зоря","MamaRika",50,115,"ukrainian pop","Pop","Зоря",2022-12-09,02:55,86,87,31,0,57,10,20,-4,A Minor,4,2023-09-24,7n3ImvKB7yKdkXUwCexePY,"MamaRika",8A,https://p.scdn.co/mp3-preview/1b27bcc71b5d83317ed5d0b9f1382d9032300e59?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485143cb5ba9b2e9b33201bc97e3
93,"Лайм","Шугар,ХАС,Carroty",19,90,"ukrainian pop, ukrainian hip hop, ","Hip Hop, Pop","Лайм",2021-06-21,03:26,75,66,10,0,46,0,10,-6,A Minor,4,2023-09-24,4sF2dT9xYQCbl0gxm02xhH,"L.F.O Records",8A,https://p.scdn.co/mp3-preview/383ddf7645acbd6098ab33f55d1d4751460c8412?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ec1835633605d86ec87faa5a
94,"Адреналін","Анна Буткевич",19,123,"","","Адреналін",2022-10-14,03:03,71,89,32,0,72,10,30,-5,F#/G♭ Major,4,2023-09-24,4XwJKFg3ZHbUG5SMBVfYDh,"BEST MUSIC",2B,https://p.scdn.co/mp3-preview/98ee307c66224c03047f4256e5609c9e32cebde5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514735357da9191a2a286b602c
95,"Що ти знаєш?","ROMARO",21,172,"ukrainian pop","Pop","Що ти знаєш?",2023-01-27,02:38,49,82,3,0,60,10,0,-7,C Major,4,2023-09-25,1KGoEKYi1iEAQi1pkS2SVp,"A-post",8B,https://p.scdn.co/mp3-preview/d1f5d6bc4a27ea61a698021778a3bf4b9d690db0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485110c9cf1ba568aad89890a180
96,"Скільки ще","Після Дощу",30,88,"","","Скільки ще",2023-01-12,02:13,69,52,45,0,40,0,10,-9,F Minor,4,2023-09-25,1uGDn9ArWtaHCqDXKVZeFt,"USTINOV MUSIC",4A,https://p.scdn.co/mp3-preview/99f220730b1b885821038e523134ee9365d0bd5f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b45ec650a262b4607724d2ec
97,"Кармекс","ULIANA ROYCE",11,134,"ukrainian pop","Pop","Кармекс",2023-02-03,02:41,77,76,32,0,95,0,30,-4,A Minor,4,2023-09-25,1HeDv23cmEeBvgVDaN5qQ3,"BEST MUSIC",8A,https://p.scdn.co/mp3-preview/13ab70d9e595ab232afbe6aeac04a7e0c592709a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a27344c0493966385ab0a0e1
98,"Колискова","Білий Бо,Шершень",32,80,"ukrainian hip hop","Hip Hop","Колискова",2022-07-29,04:02,72,60,16,27,9,0,10,-8,C Minor,4,2023-09-25,4YTBeG28i4udgzG1KXOZWG,"Bratske Kolo",5A,https://p.scdn.co/mp3-preview/4ab9bcd3172e85c67dbbd34120b9cc30418d7ea4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485170e8004904019ff9c58588a5
99,"Відчуй","SANSA",2,113,"","","Відчуй",2022-11-18,03:20,78,53,8,0,22,0,10,-9,A Major,4,2023-09-25,4cIjNWlqIMZOV3uzBEZSZE,"MONOTON Music Label",11B,https://p.scdn.co/mp3-preview/1dd97cc2b93ad3a8b3bdc008f299b7a68362964a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510cf551fdca2d0b60e06c70b5
100,"Мовчу і кричу","IDXO",12,120,"ukrainian pop","Pop","Мовчу і кричу",2022-11-25,03:06,74,66,9,0,63,0,40,-9,A#/B♭ Major,4,2023-09-25,6kfIDmxq44DRSMvbFMJU8d,"IDXO",6B,https://p.scdn.co/mp3-preview/09cbb14588df1dfbd379f5bd3bd5ad892d4203de?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a65cc8c947488bebf11cb04c
101,"Вогонь","YANEYA",3,140,"","","Вогонь",2021-05-27,02:35,79,64,68,0,49,0,10,-5,F Minor,4,2023-09-25,3g4kZPVnn1TipDuIke8zAe,"Adam Music",4A,https://p.scdn.co/mp3-preview/7bc0ad2b5294139ae95e41ec985fff8f42b72996?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187b87a43329874d9a31e8aad
102,"Темна ніч","Чорний",13,95,"","","Темна ніч",2023-02-04,03:06,67,82,2,0,54,0,10,-5,E Minor,4,2023-09-25,4tgVQp00l1am8IrNanpUk5,"Чорний",9A,https://p.scdn.co/mp3-preview/c33cb95e8a3cac0c7871f76a2c43ca06bcb469c2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851109933ef9caf9ba74940c200
103,"НЕ ТАКА","YAROMIYA",14,115,"","","НЕ ТАКА",2023-02-09,03:01,77,91,12,0,54,0,10,-5,G Minor,4,2023-09-25,648Je3OvlODJISg4VjJScZ,"GLOVA RECORDS",6A,https://p.scdn.co/mp3-preview/b31a060f5471049cbb3c2345274efc1c68654b06?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ca21fb4c5b68691ca169ea8a
104,"Кохатиму","SERAFỲN",14,80,"","","Кохатиму",2022-08-04,03:40,56,53,58,0,55,0,10,-6,F#/G♭ Major,4,2023-09-25,4LM02YqGiiGsK7PMzrGR9I,"BEST MUSIC",2B,https://p.scdn.co/mp3-preview/6af6cdef645dadbde6cf2423ad2ce0aa44c6a909?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2b10fd7287863758c99f265
105,"Давай начистоту (feat. Skofka)","KALUSH,SKOFKA",50,206,"ukrainian hip hop, ukrainian pop, ukrainian viral pop","Hip Hop, Pop","ЙО-ЙО (feat. Skofka)",2021-07-23,03:11,71,53,37,0,42,20,10,-7,C Minor,4,2023-09-25,3ICTmbm0RyjP8qQjUYHxB1,"Columbia Local",5A,https://p.scdn.co/mp3-preview/e5067b50ca4ece293ad5cee6ee927191f3565b38?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485116f7474f166536ca08c04433
106,"Наодинці","100лиця",43,150,"ukrainian pop, ukrainian viral pop","Pop","Наодинці",2023-03-17,02:17,78,54,39,0,39,0,20,-6,A Minor,4,2023-09-25,0gTwBVB3siDB0A3Be95XLc,"Naprocente music",8A,https://p.scdn.co/mp3-preview/b6b2674d6397cd19febec5415e0234fa99f66afc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d35146ca88519763480d8515
107,"Кожен день","MBreeze",43,92,"ukrainian pop","Pop","Кожен день",2023-03-24,02:32,63,73,4,19,46,0,20,-7,C Major,4,2023-09-25,0w7vnj9tMk9Xspnoit4ZNt,"Monopoly Music",8B,https://p.scdn.co/mp3-preview/e614d7b4c3d8ce98cee1c3c3ffb9c6ce97847e66?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518d2b4f26e2bb315f6e6311d4
108,"Молодий Юначе","Victoria Niro",32,156,"","","Молодий Юначе",2022-09-23,03:02,61,71,37,0,41,0,10,-7,C Minor,4,2023-09-25,6kjfE9KB0GPeLEF4iEOZpN,"PAPA MUSIC",5A,https://p.scdn.co/mp3-preview/cfcf1b870548d5610730921cfae1e4417c730c8f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519dc3157a9e9ab4ba3b026654
109,"Парфуми","Шугар",23,142,"ukrainian pop","Pop","Парфуми",2022-12-19,02:33,70,57,6,0,38,0,10,-5,A Minor,4,2023-09-25,1Jel0Sy1xW0wh47XLAA5SF,"Шугар",8A,https://p.scdn.co/mp3-preview/b6cc79ac9e6fe59cfa5bf289c6bf970a45ec61b4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485130fceb5aa435fe30c16207a5
110,"АЛЕ АЛЕ","KOVALEVSKiY & RAPHAiL",31,170,"","","АЛЕ АЛЕ",2022-11-18,02:59,56,62,33,0,39,20,0,-8,C♯/D♭ Minor,4,2023-09-25,4q33XWxBTqgkrApj4KcGF1,"PAPA MUSIC",12A,https://p.scdn.co/mp3-preview/ba7f252da1e370814b5eb7d716dff89cc1f4b1b8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d3f9cf957ec49b477ec35d04
111,"Серед людей","kavabanga Depo kolibri",34,180,"russian dance, russian hip hop, russian pop","Electronic, Hip Hop, Pop","Серед людей",2023-01-10,03:37,60,40,80,0,57,30,10,-8,A#/B♭ Minor,4,2023-09-25,4HS58Xu9DrIdDcdyHVwa1J,"MUV",3A,https://p.scdn.co/mp3-preview/679e32552be32c3a8ac8162a0346067e91e98d9c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485178233ed724bbf0af49811600
112,"П'яна вишня","Тоні Браско",37,149,"ukrainian pop","Pop","П'яна вишня",2022-11-18,02:20,43,56,33,0,28,0,10,-8,F#/G♭ Minor,4,2023-09-25,3hWwW3YP7WHxIueEzJWtSY,"MUV / TONY BRASKO",11A,https://p.scdn.co/mp3-preview/6ddf01f092348b6e525ea6e6b9e6646e4eb13f89?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b9170f7ed884f106992cea31
113,"Не твоя","ОЧІ В ОЧІ",35,116,"ukrainian pop","Pop","Не твоя",2023-02-09,03:06,79,75,7,0,32,0,10,-7,A#/B♭ Minor,4,2023-09-25,3uZlFMh9O0Tz1pUC0DlZyp,"ОЧІ В ОЧІ",3A,https://p.scdn.co/mp3-preview/3592f56909b45fb43f76e07b634b391fc12533cd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ffc9c16b7f124a1b5e15d04e
114,"Останній день","SadSvit",41,147,"ukrainian post-punk","","Неонова мрія",2023-02-17,02:59,59,83,0,1,24,0,20,-6,F#/G♭ Minor,4,2023-09-25,4uTDej1AvrHzdaKy1z03Xf,"Svit music",11A,https://p.scdn.co/mp3-preview/b50d03f71fb83046a2b8702df1feff1324039aae?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e36c4a1bb95c7237216f2538
115,"Силуети","SadSvit,СТРУКТУРА ЩАСТЯ",63,77,"ukrainian post-punk, ukrainian viral pop","Pop","Силуети",2022-10-28,02:57,53,86,2,3,39,0,20,-7,G#/A♭ Major,4,2023-09-25,61BaxM1NIcadLu3gtWm2uT,"Svit music",4B,https://p.scdn.co/mp3-preview/39c5113a9e00acd52118ac56fde33b7e34f7fe95?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513ff97da57bb48564dc79b8cd
116,"Gavaiga","MADI,Mooha",21,96,"kazakh pop, ","Pop","Gavaiga",2023-06-25,02:38,78,85,5,1,61,10,20,-4,B Minor,4,2023-09-28,1EnlaWmncHhVNLRDJ8NdhO,"Turan Media",10A,https://p.scdn.co/mp3-preview/dedbb608b11c145247d01f2082139a22b67174a4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e6498ed16a32a67425c4bbde
117,"Zhylytu","Shokan Ualikhan",29,90,"kazakh pop","Pop","Zhylytu",2021-07-13,02:41,61,45,62,2,33,0,10,-12,E Minor,4,2023-10-07,4m9owWEph7u6WvHJCN27rp,"Qara Bala Sound",9A,https://p.scdn.co/mp3-preview/9fb744da29ce449951a71587805a0c050b5ca812?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512b0156788ef92c4d55fdbf6b
118,"Тенета","BOTASHE",32,115,"ukrainian hip hop, ukrainian pop, ukrainian viral pop","Hip Hop, Pop","Тенета",2022-09-27,03:23,77,57,15,0,7,0,10,-8,C Major,4,2023-10-07,1ML6a5DwvfmTXbW8SQ7ax1,"BOTASHE",8B,https://p.scdn.co/mp3-preview/88f02b2cb1efd0a65e57ed37f7068b47c5d4735f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851da87e6999794c9cce61d73db
119,"Decât Să Minți","Guess Who",49,81,"romanian rap","Hip Hop","Tot Mai Sus",2011-09-20,03:35,70,57,4,0,43,0,10,-7,D#/E♭ Minor,4,2023-10-08,495sPxWPnOtEBNBx5f5I9Q,"Okapi Sound / Music Expert Company",2A,https://p.scdn.co/mp3-preview/f515e590f0cb04a9d8c97ee5a78aece904012636?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f8de3c3ff41fe56f4feb8141
120,"Қара Торы Қыз","Төреғали Төреәлі",17,115,"kazakh pop","Pop","Қара Торы Қыз",2017-07-09,03:03,69,63,23,0,65,0,10,-7,C♯/D♭ Minor,4,2023-10-08,0RBSf6AfN0OdLXwRMENk7Q,"AGUGAI",12A,https://p.scdn.co/mp3-preview/8da34e56a07986723904cbe82fa6cb907d4199e8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514e1825675076da6d8e81e666
121,"Про нас","Vitaliy Kozlovskiy",36,123,"ukrainian pop","Pop","Про нас",2023-02-10,03:15,72,75,2,0,16,0,10,-6,G Major,4,2023-10-08,5DMpLDD64p79FO2WHzgnB3,"Віталій Козловський",9B,https://p.scdn.co/mp3-preview/e1142dbcb140a84ba3ef27cd028f4d73841167ca?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519b10a7eb640ee162736d77c5
122,"iza mene","Rouzi",28,105,"balkan trap","Hip Hop","iza mene",2020-01-12,02:39,81,53,9,31,48,0,10,-10,C♯/D♭ Major,4,2023-10-08,0DzXVcmmIta7qYg41WgFhr,"1915541 Records DK",3B,https://p.scdn.co/mp3-preview/3cb81bb65e07a99e707e0755b09914d5bbfefd61?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ac775088b0a87064f027260b
123,"Tisina Vodi Me Do Dna","X",23,170,"","","Tisina Vodi Me Do Dna",2020-03-21,02:09,68,60,25,0,16,0,10,-10,G Major,4,2023-10-08,2MdEFnKBRFNAj2x1xVsEHQ,"1898808 Records DK",9B,https://p.scdn.co/mp3-preview/6a7f78df796237508807b7ef3e603cd29aed9b09?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851713962a685c2eca9e72fc544
124,"Sunce I Mesec","X",29,150,"","","Sunce I Mesec",2020-06-05,02:34,68,64,9,0,29,10,10,-7,C♯/D♭ Minor,4,2023-10-08,4Y7llpOsWMbQVigWWJ6HlG,"1898808 Records DK",12A,https://p.scdn.co/mp3-preview/7ad709630a4ba408dd99bf317fb81a63cee64e11?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bb8bcbc3abade6c6afb5568b
125,"Imperfect","Carla's Dreams",49,164,"moldovan pop, romanian pop","Pop","Antiexemplu",2017-05-13,03:33,64,84,11,0,54,20,10,-5,A Minor,4,2023-10-08,5GSyuppnMYwttayxzrpp5H,"Global Records",8A,https://p.scdn.co/mp3-preview/b7837629a652c93992067ba3a1e2022e00856488?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518cb919b4f26d3a0d663fd6a0
