#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
11,"FESTOJ","Alban Skenderaj",39,116,"albanian pop","Pop","FESTOJ",2023-01-20,02:58,63,82,42,0,57,40,10,-5,G Minor,4,2023-06-12,7vZtrpWxKenKZTg8HzYp35,"Acromax Media",6A,https://p.scdn.co/mp3-preview/600150028e339a64a4c5df16ea885a07ecd42da1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510390a182c2d426293544e10f
12,"Toata noaptea - Speed Up Version","Juno,MIRA",9,105,"romanian pop, romanian trap","Pop, Hip Hop","Toata noaptea (Speed Up Version)",2022-10-05,02:33,69,80,27,0,66,10,10,-8,C♯/D♭ Major,4,2023-06-03,1oC66EklXMiASkqHwXBsQU,"HaHaHa Production",3B,https://p.scdn.co/mp3-preview/732adb0fffb9f2733afe5e214d733664d2f32afb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511e06a83aacf197f3cabdc6f3
13,"Regrete","AMI,Florian Rus",50,117,"romanian pop","Pop","Regrete",2020-09-01,02:37,80,51,22,0,58,10,10,-6,G#/A♭ Minor,4,2023-06-03,4Fj70qKtw4pRUCJyuHqsIm,"Global Records",1A,https://p.scdn.co/mp3-preview/2062371f819830ee3b7d5174d89607e8c512d92c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519407b1398428fe99bc194fd5
14,"Nimeni nu ne poate despărți","Juno,JO",45,94,"romanian pop, romanian trap","Pop, Hip Hop","Nimeni nu ne poate despărți",2023-05-25,02:53,66,87,14,0,34,0,10,-4,A Minor,4,2023-06-03,2Pk12lr4aaOO0NCxhUXfPU,"HaHaHa Production | Cat Music",8A,https://p.scdn.co/mp3-preview/0f389cc93322bc94c0d5fb275f0a01965a2b33b4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d652b675b7b740387dcc07da
15,"Sufletul meu","Juno",36,101,"romanian pop, romanian trap","Pop, Hip Hop","Sufletul meu",2023-03-10,03:05,70,84,55,0,86,0,10,-5,F Minor,4,2023-06-03,0bhpaxhfztmku8l54fTPjc,"HaHaHa Production | Cat Music",4A,https://p.scdn.co/mp3-preview/1ff7cbae4778e7565c250572418f7a22f85d8235?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c8488d44a21d9ea99d39fea4
16,"Fata Morgana","Mellina,Ralflo",41,146,"romanian pop, ","Pop","Fata Morgana",2020-06-22,03:23,76,85,13,0,92,0,0,-4,C Major,4,2023-06-03,3zzAaANQBFHrFqgoz2dCEF,"Sprint Music",8B,https://p.scdn.co/mp3-preview/ba11ac7283d0ac52b15fc0f5e14b27a204d51c4a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b3ea18e961275708116daf92
17,"Răsărit perfect","Olivia Addams",51,122,"romanian pop","Pop","Răsărit perfect",2022-05-13,03:13,74,68,23,0,50,0,30,-6,D Minor,4,2023-06-04,5KgKG8kXtuGrAdMogyAXso,"Global Records & Creator Records",7A,https://p.scdn.co/mp3-preview/63cf90e2246c1c44e9e35d40a3f6422e4a72e1a4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851acbaa4aa0f53fb04409c9854
18,"Din cauza ta","Nicole Cherry,Carla's Dreams",57,160,"romanian pop, moldovan pop","Pop","Din cauza ta",2023-01-13,03:22,66,73,21,0,59,20,30,-7,D Minor,4,2023-06-04,35k1HtCpLlTncvJpipWVrL,"Global Records",7A,https://p.scdn.co/mp3-preview/4061168fc1f08b7421b5530e0bf85e18b0d44a13?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ef7b6ad5472fb2d48e7d254b
19,"Ba ba ba - Inima mea bate","Irina Rimes",52,105,"moldovan pop, romanian pop","Pop","Ba ba ba (Inima mea bate)",2022-03-04,03:30,81,72,41,0,45,0,20,-6,D Minor,4,2023-06-04,1Xwz8nn97DmDE7S5oMcSSQ,"Global Records",7A,https://p.scdn.co/mp3-preview/f763fb1c211739a705e5e61f81b611a6cc04372d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c5d2855ee30779f6bc48de15
20,"Mi-E Dor De Noi","DJ Project,Giulia",40,128,"romanian house, romanian pop, classic romanian pop","Pop","Mi-E Dor De Noi",2011-06-14,04:07,64,92,0,0,78,0,40,-6,F#/G♭ Minor,4,2023-06-04,3bjPjviqPv3Z4iGL6prwH4,"2011 Cat Music",11A,https://p.scdn.co/mp3-preview/523c3d789a87088d3a2d83e599bc985ca98e0997?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851840db8b19c90405c6a44e1e5
21,"Florile Tale","Nicole Cherry",54,95,"romanian pop","Pop","Florile Tale",2022-04-01,03:14,72,82,39,0,62,20,50,-4,G#/A♭ Minor,4,2023-06-04,3h0SNJ9BbALBnDvqUJ6YSE,"Global Records",1A,https://p.scdn.co/mp3-preview/0f0fefc2b96a41b1238c508686f8cfbfe21e1352?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851467befa19c2f58d571ab6f1a
22,"Ochii tăi (cu Lidia Buble)","DJ Project,Lidia Buble",45,80,"romanian house, romanian pop","Pop","Ochii tăi (cu Lidia Buble)",2022-10-10,03:15,33,60,3,0,34,0,10,-7,C♯/D♭ Major,4,2023-06-04,62WlOutq6mEqcFKisS4sq6,"Global Records",3B,https://p.scdn.co/mp3-preview/e7331ff9514387a2dfc5494ecf39f76affeb4143?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ec42e6dcddc639c9a1a0375f
23,"Щаслива","Мята",29,113,"ukrainian pop","Pop","Там, де рай",2018-12-07,03:28,70,82,6,0,73,0,20,-5,F Minor,4,2023-06-05,1Cr40O2TyIOli34tGMkaav,"Moon Vinyl s.r.o.",4A,https://p.scdn.co/mp3-preview/eb4232c3d186284544796add40d4ad5a8f0c3312?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485130dc9cc16d311a243e7e4dae
24,"Тумани","Мята,ХАС",37,119,"ukrainian pop, ukrainian hip hop","Pop","Тумани",2021-01-22,03:20,80,71,7,1,41,10,10,-8,A Minor,4,2023-06-05,6bnJOLfznWpVYjI7GR22Ts,"Moon Vinyl s.r.o.",8A,https://p.scdn.co/mp3-preview/047659ba399d0755f1577a144e3f96f260a59b2a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851039e8b511463b7dc503131a8
25,"Дельфіни","Мята,ХАС",35,118,"ukrainian pop, ukrainian hip hop","Pop","Дельфіни",2022-08-19,02:47,74,84,37,0,77,20,30,-7,B Minor,4,2023-06-05,7KE6zTJkUlvy3aV1q4zDtf,"Moon Vinyl s.r.o.",10A,https://p.scdn.co/mp3-preview/68adef7d76d0c19ac583f59f8acfb0eff66b1cdb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d5bba1f963f513137b4d4dc7
26,"Квітка","YATSUTA",20,95,"","","Квітка",2022-07-15,02:06,76,73,3,0,35,10,40,-6,G#/A♭ Major,4,2023-06-05,0fKviKKvLfdFfAvuYazdCc,"BEST MUSIC",4B,https://p.scdn.co/mp3-preview/b451d3f621137a9166720a92bb462a7e102bbe1e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b89a6388af3ee198e00b7244
27,"Ploaia","AKORD",25,126,"moldovan pop","Pop","Ploaia",2023-04-28,03:19,69,74,7,0,57,0,20,-6,C Minor,4,2023-06-06,34gRRCt4GPooOzUIaGMciO,"Ragoza Music",5A,https://p.scdn.co/mp3-preview/b8fd7355483e383a53c1c2f2d05299ffe6b61a84?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851844a2de3d59dd0d283d48995
28,"Numai tu! (cu DJ PROJECT)","Annais,DJ Project",38,114,"romanian house, romanian pop","Pop","Numai tu! (cu DJ PROJECT)",2023-03-21,03:05,62,68,13,0,46,0,30,-7,C Major,4,2023-06-06,0gLguMbRrQIOO7JxkUx8w7,"Global Records",8B,https://p.scdn.co/mp3-preview/0d8786f4d704ab833b99f00bf998db28ff88561b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f098c94408590fce9e449e81
29,"Leti Leti","Funky G",11,128,"","","Kafana Na Balkanu",2008,04:07,65,96,4,0,86,0,30,-4,E Minor,4,2023-06-05,6GCSGzJBtaXsbVTn8uJl3R,"City Records",9A,https://p.scdn.co/mp3-preview/abc52804ad40deb7bc6bcb0b6948a7863771c305?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514fa6aec37c23c9be7f12b709
30,"NKBİ X YAPAMAM - Remix","Lvbel C5,Güneş",80,100,"turkce drill, turkish trap, turkce kadin rap","Dance/Electronic","NKBİ X YAPAMAM (Remix)",2022-12-30,03:02,56,67,1,0,28,0,0,-7,D Minor,4,2023-06-12,4ist5GP5r7UDz9gdsiJmYd,"Lais Records & ℗ Universal Music Turkey; ℗ 2022 EMI - Kent Elektronik Sanayi ve Ticaret A.S. & M.O.B Entertainment",7A,https://p.scdn.co/mp3-preview/0231771b7ead910245f12d8376c537bcb4f30d8e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512dcbe9dbfb79dd287c351842
31,"ARASAN DA","UZI",68,106,"turkish trap","Dance/Electronic","EL CHAVO",2022-09-09,03:11,74,83,43,24,44,10,10,-7,A#/B♭ Major,4,2023-06-12,5sIHhx9IOpQ7ggv16wLsWZ,"Ava Music / Avrupa Müzik",6B,https://p.scdn.co/mp3-preview/b91a903fc3ffe4329675a3368a2d2b6322b506c5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485149fbfede365b32ce524eec19
32,"Asiye","Halodayı",51,135,"","","Asiye",2022-08-26,02:05,79,73,17,0,49,0,0,-8,A#/B♭ Minor,4,2023-06-12,6i1Gdlp456gOera04gU8RZ,"OSC ENM.",3A,https://p.scdn.co/mp3-preview/83cc5cb4474d2a3374a993e34ae714f93bc60aa6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851af087eb225228b18981a2bb1
33,"C - CHORBA","Motive,Jefe",56,175,"turkish hip hop, turkish trap, new school turkce rap","Hip Hop, Dance/Electronic","CHORBA",2022-10-14,00:54,81,67,4,0,61,20,0,-8,D#/E♭ Minor,4,2023-06-12,0Xztn8NxTd0KreEFLxI7SX,"Warner Music Turkey",2A,https://p.scdn.co/mp3-preview/8d94bb3a9e17f83a0f016a4f154334a1ed56afe6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518e5714712b93ad67b58fbac1
34,"H - CHORBA","Motive,Jefe",66,127,"turkish hip hop, turkish trap, new school turkce rap","Hip Hop, Dance/Electronic","CHORBA",2022-10-14,00:47,79,45,40,0,46,0,10,-9,D#/E♭ Minor,4,2023-06-12,34DHJUreZIZckzkPffXtEr,"Warner Music Turkey",2A,https://p.scdn.co/mp3-preview/b1b3d9648a07c93ed9600549bd9a2dcc3fb2d91a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518e5714712b93ad67b58fbac1
35,"Umrumda Değil","UZI",70,105,"turkish trap","Dance/Electronic","Kan",2021-03-19,03:05,71,68,29,0,18,10,0,-6,F#/G♭ Minor,4,2023-06-12,72t3CRd8YEFrlc3x0OVaob,"M.O.B. Entertainment",11A,https://p.scdn.co/mp3-preview/ca2df079cdae1386e8b2899951cadf93c335018c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485167c738a703dc979f5c3c52ef
36,"Зависал","Вектор А",51,145,"ukrainian viral pop","","Зависал",2022-11-25,03:00,84,42,43,0,81,40,10,-8,G Minor,4,2023-06-12,6f4o4DcuonNKA9rLm3KrQQ,"GOLDEN SOUND",6A,https://p.scdn.co/mp3-preview/00feda4d07b28150f3b1ca971c51035d96dd6fbd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851376e73ffecc8fe54a4776c0c
37,"Pan","Iva Sativa",39,175,"","","Pan",2020-12-11,03:43,51,92,30,0,15,0,30,-4,C♯/D♭ Minor,4,2023-06-12,6gCEsmK9LRAoqncHVJulQr,"Iva Sativa",12A,https://p.scdn.co/mp3-preview/98c77dc8de1fdb1d14321e5c6c986e905800142e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510fbd0fe513980f94c057505c
38,"Papa Rose","Clower,Onur Atli",56,142,"covertronica, turkish edm","Dance/Electronic","Papa Rose",2022-06-10,02:28,78,96,14,4,85,10,10,-5,F#/G♭ Minor,4,2023-06-12,3FVNb3PEcjRvk5w3pPzcn6,"Bubble Project",11A,https://p.scdn.co/mp3-preview/40c42f7caa9e65765fc9ec43b163785a80aee8a7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516e0b740abdb718e435f3831f
39,"GEÇMİŞİ SİL","Kozmos,Lil Zey",51,135,"turkish hip hop, turkce kadin rap, turkish trap","Hip Hop, Dance/Electronic","K.I.N.G",2022-01-14,03:08,71,56,4,0,48,10,0,-6,A#/B♭ Minor,4,2023-06-12,6pVJE3r0YISuES96sHcebK,"Street Soul!",3A,https://p.scdn.co/mp3-preview/7cbdca14639b2900c3d0bd4083ba10ddcaf18414?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851983448ba78fd9b4086dcffc0
40,"Відьма","Kolaba,Vsivdoma",37,118,"ukrainian viral pop, ","","Відьма",2023-02-17,03:08,81,74,1,0,45,10,20,-5,F#/G♭ Major,4,2023-06-12,3pNRz2ADyMezJxcMDk4lUX,"GM DIGITAL / KOLABA MUSIC",2B,https://p.scdn.co/mp3-preview/e0e5b8f4459ebe2624c87ad05590907468757b5e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485133c95ed301c247a12a54920d
41,"Unu - LLP Remix","3 Sud Est,LLP",24,98,"classic romanian pop, romanian pop, ","Pop","Unu (LLP Remix)",2023-04-22,02:57,72,74,9,0,36,0,10,-8,A Minor,4,2023-06-12,2qD1baxmlnIP2FAPydFaZo,"Cat Music",8A,https://p.scdn.co/mp3-preview/7d28ffc38e6baad976f3373b59e40c7dab2c818c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515debc9445ae0c2951fc0ecdc
42,"Зіронька - Remake 2022","Діти Фрістайла",19,128,"","","Зіронька (Remake 2022)",2023-05-18,03:15,70,74,0,0,88,0,10,-7,G Minor,4,2023-06-13,0QkF51bhuCFdbL4c9pJ4Rr,"Creative Media",6A,https://p.scdn.co/mp3-preview/dcb90c2ab6087fc64f8e77bb0fd4d0ffd3bf2d6f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517e2adb06937e6e2b3b11beca
43,"Ne Iubim","Iuliana Beregoi",41,120,"romanian pop","Pop","Dor De Voi",2021-04-30,02:54,69,65,16,0,47,0,20,-8,A#/B♭ Major,4,2023-06-13,4dY7bOGqPLIt55rYS9iZDz,"Mixton Music",6B,https://p.scdn.co/mp3-preview/5624b4afda76ee4106af3979027113008bb01e8b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a42c3e92f4036bfba351a138
